product_id,product_title,cat_slugs,origin_slugs,brand_slugs,ingredient_slugs,concerns_assigned,confidence,skip_reason,notes
60516,Kerasys Ginger Oil Itch Relief Cooling Anti-dandruff Shampoo 1 Liter,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-ginger,,SKIP,SKIP,no-signal,
60518,Kerasys Advanced Keratin Bond Purifying Shampoo 600 ml,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-advanced-keratin,,SKIP,SKIP,no-signal,
60522,Kerasys Devil’s Edition Mystic Blossom Perfumed Shampoo 600 ml,"shampoos,fragrances,hair-care,hair-personal-care",south-korea,kerasys-devils-edition,,SKIP,SKIP,non-skin-product,
60534,On the body Cashmere Perfume Sweet Love 400 ml,"fragrances,hair-personal-care",south-korea,on-the,,SKIP,SKIP,non-skin-product,
60540,Ryo Damage Care & Nourishing Shampoo – Floral Powdery Herbal Scent 480 ml,"shampoos,korean-beauty,hair-care,hair-personal-care,personal-hygiene",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
60542,RYO Seoul Sunset Hair Loss Expert Care Shampoo (Spicy Flora) 585 ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
60546,Elastine The Protein Repair With Collagen Volume Care Shampoo 855 ml,"shampoos,hair-care,hair-personal-care",south-korea,elastine-the-protein,collagen,anti-aging-repair|dryness-hydration,MED,,"L2:collagen→anti-aging-repair,dryness-hydration"
60548,Elastine The Protein Repair With Macadamia Oil Damage Care Shampoo 855 ml,"shampoos,hair-care,hair-personal-care",south-korea,elastine-the-protein,,SKIP,SKIP,no-signal,
60564,Mise En Scene Perfect Serum 3 Min Hair Mask 300 ml,"korean-beauty,hair-care,serums-ampoules-essences,hair-personal-care,hair-treatments",south-korea,mise-en-scene,,SKIP,LOW,,L4:skincare-fallback
60568,Pororo Toothpaste Fro Kids Mix Fruits(Pink) 90g,"hair-personal-care,personal-hygiene",south-korea,pororo-toothpaste-fro,,SKIP,SKIP,non-skin-product,
60570,Pororo Toothpaste Fro Kids Miss Melon(Blue) 90g,"hair-personal-care,personal-hygiene",south-korea,pororo-toothpaste-fro,,SKIP,SKIP,non-skin-product,
60572,Holika Holika Damage Care Treatment 200ml,korean-beauty,south-korea,holika-holika,,SKIP,LOW,,L4:skincare-fallback
60574,Raip White Willow Calming Acne Body Wash 500 ml,"body-wash,hair-personal-care,bath-body",south-korea,raip,,acne-blemish|sensitivity,MED,,"L3:""acne""→acne-blemish|""calming""→sensitivity"
60578,Dabo Skin Relief Hand Cream – Snail 75 ml,"hand-care,korean-beauty,hair-personal-care,bath-body",south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60580,Dabo Skin Relief Hand Cream – Collagen 75 ml,"hand-care,korean-beauty,hair-personal-care,bath-body",south-korea,dabo,collagen,anti-aging-repair|dryness-hydration,MED,,"L2:collagen→anti-aging-repair,dryness-hydration"
60582,Dabo Skin Relief Hand Cream – Shea Butter 75 ml,"hand-care,korean-beauty,hair-personal-care,bath-body",south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60590,"Double-Layered Korean Comforter – Soft, Warm, and Elegant",korean-beauty,south-korea,double-layered-korean-comforter,,SKIP,LOW,,L4:skincare-fallback
60592,"Double-Layered Korean Blanket – Soft, Warm, and Elegant",korean-beauty,south-korea,double-layered-korean-blanket,,SKIP,LOW,,L4:skincare-fallback
60596,Kerasys Peppermint Oil Scalp Cooling Anti-dandruff Shampoo 1 Liter,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-peppermint,,SKIP,SKIP,no-signal,
60598,Kerasys Advanced Keratin Bond Volume Shampoo 600 ml,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-advanced-keratin,,SKIP,SKIP,no-signal,
60600,On the body Cashmere Perfume Happy Breeze 400 ml,"fragrances,hair-personal-care",south-korea,on-the,,SKIP,SKIP,non-skin-product,
60602,Lion Zact Plus Toothpaste 150g,"japanese-beauty,hair-personal-care,personal-hygiene",japan,lion-zact-plus,,SKIP,SKIP,non-skin-product,
60604,MediFlower The Secret Garden Of Five Hand Cream (5*50g),"hand-care,hair-personal-care,bath-body",south-korea,mediflower-the-secret,,SKIP,LOW,,L4:skincare-fallback
60606,The Face Shop Rich Hand V Hand & Foot Total Treatment 120ml,korean-beauty,south-korea,the-face-shop,,SKIP,LOW,,L4:skincare-fallback
60608,Dabo Total Solution BB Cushion 15 g – No-23,korean-beauty,south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60609,Dabo Total Solution BB Cushion 15 g – No-21,korean-beauty,south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60611,On the body English Iris Nourishing Body Lotion 400 ml – English Iris,"body-lotion,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
60613,On the body English Iris Nourishing Body Lotion 400 ml – Cherry Blossom,"body-lotion,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
60615,Nature Republic Real Nature Mask Sheet 23 ml – TOMATO,korean-beauty,south-korea,nature-republic,,SKIP,LOW,,L4:skincare-fallback
60617,Nature Republic Real Nature Mask Sheet 23 ml – ROSE,korean-beauty,south-korea,nature-republic,,SKIP,LOW,,L4:skincare-fallback
60619,Nature Republic Real Nature Mask Sheet 23 ml – GREEN TEA,korean-beauty,south-korea,nature-republic,tea-tree,acne-blemish,MED,,L2:tea-tree→acne-blemish
60621,Nature Republic Real Nature Mask Sheet 23 ml – CHAMOMILE,korean-beauty,south-korea,nature-republic,,SKIP,LOW,,L4:skincare-fallback
60623,Tenzero Sheet Mask 25 ml – PINK PEARL,"face-masks,korean-beauty",south-korea,tenzero,,SKIP,LOW,,L4:skincare-fallback
60625,Tenzero Sheet Mask 25 ml – COCONUT,"face-masks,korean-beauty",south-korea,tenzero,,SKIP,LOW,,L4:skincare-fallback
60631,Enguun Mask Pack -Sheet Mask – HEART LEAF,"face-masks,korean-beauty",south-korea,enguun,,SKIP,LOW,,L4:skincare-fallback
60639,Ryo Deep Cleansing & Cooling Shampoo – Citrus Herbal Scent 480 ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
60649,Tonymoly Make HD Hair Bleach ( 10g + 30 ml ),"hair-colors,korean-beauty,hair-care,hair-personal-care",south-korea,tonymoly,,SKIP,LOW,,L4:skincare-fallback
60655,Dabo Make Up BB Fit Foundation 8 ml – 23 Medium Beige,"makeup-cosmetics,korean-beauty,foundation",south-korea,dabo,,SKIP,SKIP,non-skin-product,
60657,Dabo Make Up BB Fit Foundation 8 ml – 21 Vanilla Beige,"makeup-cosmetics,korean-beauty,foundation",south-korea,dabo,,SKIP,SKIP,non-skin-product,
60661,Dongsung Melanin Care Rannce Cream – 70 g,korean-beauty,south-korea,dongsung-melanin-care,,SKIP,LOW,,L4:skincare-fallback
60663,Dongsung Melanin Care Rannce Cream – 10 g,korean-beauty,south-korea,dongsung-melanin-care,,SKIP,LOW,,L4:skincare-fallback
60665,Phytotree Twenty Four Hour Velvet Tint 5.5 g – 07 FAIRY LOTUS SIGNAL,korean-beauty,south-korea,phytotree-twenty-four,,SKIP,LOW,,L4:skincare-fallback
60667,Phytotree Twenty Four Hour Velvet Tint 5.5 g – 06 DRY ROSE SIGNAL,korean-beauty,south-korea,phytotree-twenty-four,,SKIP,LOW,,L4:skincare-fallback
60669,Phytotree Twenty Four Hour Velvet Tint 5.5 g – 05 BRICK RED SINGAL,korean-beauty,south-korea,phytotree-twenty-four,,SKIP,LOW,,L4:skincare-fallback
60671,Phytotree Glossy Lip Tint 7.5 g – VIOLET MYSTIQUE 01,"makeup-cosmetics,lips,lipstick-tint",south-korea,phytotree-glossy,,SKIP,SKIP,non-skin-product,
60673,Phytotree Glossy Lip Tint 7.5 g – RUBY GLOW 02,"makeup-cosmetics,lips,lipstick-tint",south-korea,phytotree-glossy,,SKIP,SKIP,non-skin-product,
60675,Phytotree Glossy Lip Tint 7.5 g – AMBER ROUGE 03,"makeup-cosmetics,lips,lipstick-tint",south-korea,phytotree-glossy,,SKIP,SKIP,non-skin-product,
60677,Maxim Maxim White Gold Coffee Mix 100 Sticks,korean-beauty,south-korea,maxim-maxim-white,,SKIP,LOW,,L4:skincare-fallback
60679,Nature Republic Fresh Herb Cleansing Foam 170 ml – SNAIL,"korean-beauty,face-cleansers",south-korea,nature-republic,,SKIP,LOW,,L4:skincare-fallback
60681,Nature Republic Fresh Herb Cleansing Foam 170 ml – PEACH,"korean-beauty,face-cleansers",south-korea,nature-republic,,SKIP,LOW,,L4:skincare-fallback
60683,Nature Republic Fresh Herb Cleansing Foam 170 ml – ACEROLA,"korean-beauty,face-cleansers",south-korea,nature-republic,,SKIP,LOW,,L4:skincare-fallback
60693,Phytotree Radiance Foundation 50 ml,"makeup-cosmetics,foundation",south-korea,phytotree-radiance,,SKIP,SKIP,makeup-only,
60695,Phytotree Phyto Solution 9 Niacin Ampoule 30 ml,"korean-beauty,serums-ampoules-essences",south-korea,phytotree-phyto-solution,niacinamide,brightening|hyperpigmentation|pores-blackheads,MED,,"L2:niacinamide→brightening,pores-blackheads,hyperpigmentation"
60697,Kerasys Devil’s Edition Citrus Bungee Perfumed Shampoo 600 ml,"shampoos,fragrances,hair-care,hair-personal-care",south-korea,kerasys-devils-edition,,SKIP,SKIP,non-skin-product,
60699,Kerasys Amino Acid & Protein Permanent Hair Color – NATURAL BLACK,"hair-colors,hair-care,hair-personal-care",south-korea,kerasys-amino-acid,,SKIP,SKIP,no-signal,
60701,Kerasys Coconut Oil Shampoo 1 L,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-coconut,,SKIP,SKIP,no-signal,
60705,Missha Vita C Plus Daily Toning Sheet Mask 30 pcs 350 ml,"face-masks,korean-beauty",south-korea,missha,,SKIP,LOW,,L4:skincare-fallback
60713,Foodaholic Aroma Oil Lavender Body Essence Oil 465ml,"korean-beauty,serums-ampoules-essences",south-korea,foodaholic-aroma,,SKIP,LOW,,L4:skincare-fallback
60717,Foodaholic Aroma Oil Grape Body Essence Oil 465ml,"korean-beauty,serums-ampoules-essences",south-korea,foodaholic-aroma,,SKIP,LOW,,L4:skincare-fallback
60723,Foodaholic Aroma Oil Aloe Body Essence Oil 465ml,"korean-beauty,serums-ampoules-essences",south-korea,foodaholic-aroma,,SKIP,LOW,,L4:skincare-fallback
60727,Anjo Professional 24K Gold Skin Care 6 Set,korean-beauty,south-korea,anjo-professional-24k,,SKIP,LOW,,L4:skincare-fallback
60735,Dabo Tropical Cocktail Perfume Body Lotion 500ml,"body-lotion,fragrances,korean-beauty,hair-personal-care,bath-body",south-korea,dabo,,SKIP,SKIP,non-skin-product,
60739,Dabo Dear Josephine Floral Perfume Shampoo 500 ml,"shampoos,fragrances,korean-beauty,hair-care,hair-personal-care,personal-hygiene",south-korea,dabo,,SKIP,SKIP,non-skin-product,
60743,Dabo 30 Days Greentea Avocado Nourishing Toner 150 ml,"korean-beauty,toners-mists",south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60770,W. Skin Laboratory A.M Clearing Toner 250 ml,"korean-beauty,toners-mists",south-korea,w-skin-laboratory,,SKIP,LOW,,L4:skincare-fallback
60772,Holika Holika Daily Fresh Olive Cleansing Foam 150 ml,"korean-beauty,face-cleansers",south-korea,holika-holika,,SKIP,LOW,,L4:skincare-fallback
60774,Lebelage Black Snail Eye Cream EX 40ML,"eye-care,korean-beauty",south-korea,lebelage,,SKIP,LOW,,L4:skincare-fallback
60813,Best Glowing Skin Combo,"korean-beauty,emart-combos",south-korea,bellflower,,brightening,MED,,"L3:""glow""→brightening"
60819,Dabo 4-Step Glass Skin Combo,"korean-beauty,emart-combos",south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60835,DABO Basic Skincare Combo,"korean-beauty,emart-combos",south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60843,Anjo 24K Gold Cream 50 g,korean-beauty,south-korea,anjo-24k-gold,,SKIP,LOW,,L4:skincare-fallback
60845,Dr.G Black Snail Special Set,korean-beauty,south-korea,drg,,SKIP,LOW,,L4:skincare-fallback
60851,Raip R3 Argan Hair Oil ( Cherry Blossom ) 100 ml,"hair-oil,hair-care,hair-personal-care",south-korea,raip,,SKIP,SKIP,no-signal,
60860,Raip Moisture Repair Body Lotion ( Lovely ) 500 ml,"body-lotion,hair-personal-care,bath-body",south-korea,raip,,SKIP,LOW,,L4:skincare-fallback
60861,Raip Moisture Repair Body Lotion ( Elegance ) 500 ml,"body-lotion,hair-personal-care,bath-body",south-korea,raip,,SKIP,LOW,,L4:skincare-fallback
60863,Aplb Retinol Vitamin C Vitamin E Body Lotion 300 ml,"body-lotion,korean-beauty,hair-personal-care,bath-body",south-korea,aplb,"retinol,vitamin-c,vitamin-e",acne-blemish|anti-aging-repair|brightening|dryness-hydration|hyperpigmentation|wrinkle,MED,,"L2:retinol→anti-aging-repair,wrinkle,acne-blemish|vitamin-c→brightening,hyperpigmentation|vitamin-e→dryness-hydration,anti-aging-repair"
60866,P.Calm Trial Kit,"skincare-kit-set,korean-beauty,emart-combos",south-korea,pcalm-trial-kit,,SKIP,LOW,,L4:skincare-fallback
60872,3w Clinic Charcoal Cleansing Foam 100 ml,"korean-beauty,face-cleansers",south-korea,3w-clinic,,SKIP,LOW,,L4:skincare-fallback
60882,Missha Time Revolution The First Essence 5x 180 ml,"korean-beauty,serums-ampoules-essences",south-korea,missha,,SKIP,LOW,,L4:skincare-fallback
60887,Mise En Scene Scalp Care - Green cica Shampoo 680 ml,"shampoos,korean-beauty,hair-care,hair-personal-care,hair-treatments",south-korea,mise-en-scene,centella,acne-blemish|sensitivity,MED,,"L2:centella→sensitivity,acne-blemish"
60891,Mise En Scene Damage Care - Red Protein Shampoo 680 ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,mise-en-scene,,SKIP,LOW,,L4:skincare-fallback
60893,Tonymoly Intense Care Gold 24k Snail Skin Care Special Set,korean-beauty,south-korea,tonymoly,,SKIP,LOW,,L4:skincare-fallback
60901,Maxim Mocha Gold Mild Coffee Mix 50 Sticks,korean-beauty,south-korea,maxim-mocha-gold,,SKIP,LOW,,L4:skincare-fallback
60905,Samyang Buldak Hot Chicken Flavor Noodles 140 g,korean-beauty,south-korea,samyang-buldak-hot,,SKIP,LOW,,L4:skincare-fallback
60911,On the body Cherry Blossom Nourishing Body Lotion 400 ml,"body-lotion,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
60914,Raip R3 Argan Hair Oil (Very Berry) 100 ml,"hair-oil,hair-care,hair-personal-care",south-korea,raip,,SKIP,SKIP,no-signal,
60923,RYO Hair Loss Care Treatment 300 ml,korean-beauty,south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
60931,BI-ES Desperado Eau De Toilette 90 ml,"fragrances,hair-personal-care",poland,bi-es-desperado-eau,,SKIP,SKIP,no-signal,
60934,On the body English Iris Nourishing Body Lotion 400 ml,"body-lotion,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
60940,TONYMOLY Intense Care Gold 24k Snail Cream 45ml,"hand-care,korean-beauty,hair-personal-care,bath-body",south-korea,tonymoly,,SKIP,LOW,,L4:skincare-fallback
60950,Dabo Black Force For Men Foam Cleanser 120 ml,"korean-beauty,face-cleansers",south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
60960,GUERISSON 9 Complex Cream 70g,korean-beauty,south-korea,guerisson-9-complex,,SKIP,LOW,,L4:skincare-fallback
60970,Missha Velvet Finish Cushion 15 g - N.21,korean-beauty,south-korea,missha,,SKIP,LOW,,L4:skincare-fallback
60974,The Ordinary Caffeine Solution 5% + EGCG 30 ml,,canada,the-ordinary,,SKIP,SKIP,no-signal,
60998,On The Body Cashmere Perfume - Body Lotion - Sweet Love,"body-lotion,fragrances,hair-personal-care,bath-body",south-korea,on-the,,SKIP,SKIP,non-skin-product,
61030,3W Clinic Brown Rice Cleansing Foam 100 ml,"korean-beauty,face-cleansers",south-korea,3w-clinic,,SKIP,LOW,,L4:skincare-fallback
61036,3w Clinic Green Tea Cleansing Foam 100 ml,"korean-beauty,face-cleansers",south-korea,3w-clinic,tea-tree,acne-blemish,MED,,L2:tea-tree→acne-blemish
61040,3W Clinic Crystal White Milky Essence Vitamin + 150ml,"korean-beauty,serums-ampoules-essences",south-korea,3w-clinic,,SKIP,LOW,,L4:skincare-fallback
61052,W. Skin Laboratory A.M Boosting Serum 30 ml,"korean-beauty,serums-ampoules-essences",south-korea,w-skin-laboratory,,SKIP,LOW,,L4:skincare-fallback
61054,W. Skin Laboratory A.M Cream 50 ml,korean-beauty,south-korea,w-skin-laboratory,,SKIP,LOW,,L4:skincare-fallback
61070,RYO Premium Hair Loss Relief Shampoo 490 ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
61076,innisfree Energy Mask - GREEN TEA,korean-beauty,south-korea,innisfree,tea-tree,acne-blemish,MED,,L2:tea-tree→acne-blemish
61081,Foodaholic Aroma Oil - Body Essence Oil 465ml - BABY,"korean-beauty,serums-ampoules-essences",south-korea,foodaholic-aroma,,SKIP,LOW,,L4:skincare-fallback
61086,Enprani Super Aqua Cream 200ml Ship,korean-beauty,south-korea,enprani-super-aqua,,SKIP,LOW,,L4:skincare-fallback
61092,Innisfree My Hair Recipe Strength Shampoo (For Hair Roots Care) 330ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,innisfree,,SKIP,LOW,,L4:skincare-fallback
61117,Tonymoly Intense Care Gold 24k Snail Foam Cleanser 150 ml,"korean-beauty,face-cleansers",south-korea,tonymoly,,SKIP,LOW,,L4:skincare-fallback
61124,Raip R3 Argan Hair Oil 100 ml - LOVELY,"hair-oil,hair-care,hair-personal-care",south-korea,raip,,SKIP,SKIP,no-signal,
61137,Raip R2 No Wash Keratin Treatment Original 250ml,korean-beauty,south-korea,raip,,SKIP,LOW,,L4:skincare-fallback
61143,On The Body Veilment Natural SPA Dead Sea Salt Scrub Body Wash Jasmine Scent 200 ml,"body-wash,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
61163,Pororo Toothpaste For Kids 90g - Apple,"hair-personal-care,personal-hygiene",south-korea,pororo-toothpaste-for,,SKIP,SKIP,non-skin-product,
61164,Pororo Toothpaste For Kids 90g - Pineapple,"hair-personal-care,personal-hygiene",south-korea,pororo-toothpaste-for,,SKIP,SKIP,non-skin-product,
61227,Holika Holika Daily Fresh Rice Cleansing Foam 150 ml,"korean-beauty,face-cleansers",south-korea,holika-holika,,SKIP,LOW,,L4:skincare-fallback
61258,Happy Bath Natural Body Wash 900 g,"body-wash,hair-personal-care,bath-body",south-korea,happy-bath-natural,,SKIP,LOW,,L4:skincare-fallback
61260,Holika Holika B Biotin Hair Loss Control Shampoo 390 ml,"shampoos,korean-beauty,hair-care,hair-personal-care,health-wellbeing,beauty-supplements",south-korea,holika-holika,,SKIP,LOW,,L4:skincare-fallback
61270,Orion Hot Break Original 455 g / 34 pieces,,sri-lanka,orion-hot-break,,SKIP,SKIP,no-signal,
61272,Orion Hot Break Peanut Caramel 455 g / 34 pieces,,sri-lanka,orion-hot-break,,SKIP,SKIP,no-signal,
61278,Ryo Sensitive Scalp Care Shampoo - Fruity Floral Musk Scent,"shampoos,korean-beauty,hair-care,hair-personal-care,personal-hygiene,hair-treatments",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
61283,On The Body Veilment Natural SPA Dead Sea Salt Scrub Body Cleanser Citrus Mint Scent 200 ml,korean-beauty,south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
61297,Hera Signia Deluxe Kit (new),"korean-beauty,emart-combos",south-korea,hera-signia-deluxe,,SKIP,LOW,,L4:skincare-fallback
61303,Kundal Honey & Macadamia Shampoo (Cherry Blossom) 500 ml,"shampoos,korean-beauty,hair-care,hair-personal-care",south-korea,kundal-honey-,,SKIP,LOW,,L4:skincare-fallback
61323,Banila Co Clean it Zero Cleansing Balm 7 ml - REVITALIZING,"makeup-cosmetics,korean-beauty,makeup-remover",south-korea,banila-co,,SKIP,LOW,,L4:skincare-fallback
61333,Raip Revitalizing Hair & Scalp Essence 150 ml,"korean-beauty,serums-ampoules-essences",south-korea,raip,,SKIP,LOW,,L4:skincare-fallback
61389,Tonymoly Shea Butter Chok Chok Foam Cleanser 250 ml,"korean-beauty,face-cleansers",south-korea,tonymoly,,SKIP,LOW,,L4:skincare-fallback
61393,Laneige Homme Blue Energy Trial Kit (2 Item),"skincare-kit-set,korean-beauty,emart-combos",south-korea,laneige,,SKIP,LOW,,L4:skincare-fallback
61401,Basic Skin Care Combo,emart-combos,,basic-skin-care,,SKIP,LOW,,L4:skincare-fallback
61404,Maxim Mocha Gold Mild Coffee Mix - 100 STICKS,korean-beauty,south-korea,maxim-mocha-gold,,SKIP,LOW,,L4:skincare-fallback
61416,Mise En Scene Perfect Serum Styling 80 ml,"korean-beauty,serums-ampoules-essences",south-korea,mise-en-scene,,SKIP,LOW,,L4:skincare-fallback
61455,VT-COSMETICS Reedle Shot 500 Facial Boosting First Ampoule (8 pcs Pack) 2*8=16 ml,"korean-beauty,serums-ampoules-essences",south-korea,vt-cosmetics-reedle-shot,,SKIP,LOW,,L4:skincare-fallback
61469,RYO Vegan Hair Dye Cream - SOFT BLACK 3.0,"hair-colors,korean-beauty,hair-care,hair-personal-care",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
61470,RYO Vegan Hair Dye Cream - Deep Brown 4.0,"hair-colors,korean-beauty,hair-care,hair-personal-care",south-korea,ryo,,SKIP,LOW,,L4:skincare-fallback
61474,on the body Veilment Natural Spa Dead Sea Salt Scrub Body Wash Black Rose Scent 400 ml,"body-wash,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
61475,on the body Veilment Natural Spa Dead Sea Salt Scrub Body Wash Jasmine Scent 400 ml,"body-wash,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
61485,Kerasys Green Propolis Scalp Cleansing Shampoo 1 L,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-green,propolis,acne-blemish|brightening,MED,,"L2:propolis→acne-blemish,brightening"
61493,Dabo Green Tea Vital-Rich Healthy Foam Cleanser 100 ml,"korean-beauty,face-cleansers",south-korea,dabo,tea-tree,acne-blemish,MED,,L2:tea-tree→acne-blemish
61499,Kerasys Scalp Cooling Anti-Dandruff Protein Shampoo 600 ml,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-scalp-cooling,,SKIP,SKIP,no-signal,
61503,Kerasys Damage Clinic Protein Shampoo 600 ml,"shampoos,hair-care,hair-personal-care",south-korea,kerasys-damage-clinic,,SKIP,SKIP,no-signal,
61511,Secretday Vegan Certified Organic Fresh Sanitary Pads Medium 16P,korean-beauty,south-korea,secretday-vegan-certified,,SKIP,LOW,,L4:skincare-fallback
61521,On The Body Pure Derma Moisture Body Lotion 1000 ml - BABY POWDER SCENT,"body-lotion,hair-personal-care,bath-body,mother-baby-care,baby-skincare",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
61522,On The Body Pure Derma Moisture Body Lotion 1000 ml - FRAGRANCE NON-ADDED,"body-lotion,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
61523,On The Body Pure Derma Moisture Body Lotion 1000 ml - GREEN HERB SCENT,"body-lotion,hair-personal-care,bath-body",south-korea,on-the,,SKIP,LOW,,L4:skincare-fallback
61525,Happy Bath Tangerine Vitamin C Body Wash 750 g,"body-wash,hair-personal-care,bath-body",south-korea,happy-bath-tangerine,vitamin-c,brightening|hyperpigmentation,MED,,"L2:vitamin-c→brightening,hyperpigmentation"
61527,Happy Bath Brown Sugar Body Wash 750 g,"body-wash,hair-personal-care,bath-body",south-korea,happy-bath-brown,,SKIP,LOW,,L4:skincare-fallback
61529,Happy Bath Canola Flower Vitamin E Body Wash 750 g,"body-wash,hair-personal-care,bath-body",south-korea,happy-bath-canola,vitamin-e,anti-aging-repair|dryness-hydration,MED,,"L2:vitamin-e→dryness-hydration,anti-aging-repair"
61541,Gamdong Milk Soap (2 pcs) 100*2=200 g,korean-beauty,south-korea,gamdong-milk,,SKIP,LOW,,L4:skincare-fallback
61543,Kerasys Propolis Damage Reapair Shampoo - 1 L,"shampoos,hair-care,hair-personal-care",south-korea,kerasys,propolis,acne-blemish|brightening,MED,,"L2:propolis→acne-blemish,brightening"
61548,Median Multicare Toothpaste 120 g,"hair-personal-care,personal-hygiene",south-korea,median-multicare-toothpaste,,SKIP,SKIP,non-skin-product,
61550,Secretday Black Sanitary Pads Basic Liner 20pcs,korean-beauty,south-korea,secretday-black-sanitary,,SKIP,LOW,,L4:skincare-fallback
61579,Milk Baobab Baby & Kids Facial Foam 300 ml,korean-beauty,south-korea,milk-baobab-baby,,SKIP,LOW,,L4:skincare-fallback
61610,Plu 365 Foot Scrub Herb Mint 100 g,korean-beauty,south-korea,plu-365,,SKIP,LOW,,L4:skincare-fallback
61612,Plu 365 Facial Scrub Honey Lemon 100 g,korean-beauty,south-korea,plu-365-facial,,SKIP,LOW,,L4:skincare-fallback
61613,Raip R3 Argan Hair Oil 100 ml - BABY POWDER,"hair-oil,hair-care,hair-personal-care,mother-baby-care,baby-skincare",south-korea,raip,,SKIP,SKIP,no-signal,
61615,Raip Advanced 2x Argan Hair Oil 100 ml,"hair-oil,hair-care,hair-personal-care",south-korea,raip,,SKIP,SKIP,no-signal,
61616,Raip R3 Argan Hair Oil 100 ml - GRAPEFRUIT,"hair-oil,hair-care,hair-personal-care",south-korea,raip,,SKIP,SKIP,no-signal,
61617,Raip Moisture Repair Body Lotion 500 ml,"body-lotion,hair-personal-care,bath-body",south-korea,raip,,SKIP,LOW,,L4:skincare-fallback
61619,Freemo Factory Body Hair Remover 80 g - IN-SHOWER,korean-beauty,south-korea,freemo-factory,,SKIP,LOW,,L4:skincare-fallback
61620,Freemo Factory Body Hair Remover 80 g - ORIGINAL,korean-beauty,south-korea,freemo-factory,,SKIP,LOW,,L4:skincare-fallback
61625,Raip R3 Argan Hair Oil 100 ml - ELEGANCE,"hair-oil,hair-care,hair-personal-care",south-korea,raip,,SKIP,SKIP,no-signal,
61632,Mini Combo Dabo Black Snail Cream & Cosrx Advanced Snail 96 Essence,"hand-care,korean-beauty,emart-combos,serums-ampoules-essences,hair-personal-care,bath-body",south-korea,cosrx,snail-mucin,anti-aging-repair|dryness-hydration,MED,,"L2:snail-mucin→anti-aging-repair,dryness-hydration"
61642,Care:nel High Intensity Anti Hair Loss Scalp Tonic 150 ml,"korean-beauty,hair-care,hair-personal-care,hair-treatments",south-korea,carenel-high-intensity,,SKIP,LOW,,L4:skincare-fallback
61648,on the body The Natural Avocado Mild Cleansing Foam - 120 g,"korean-beauty,face-cleansers",south-korea,loral,,SKIP,LOW,,L4:skincare-fallback
61664,Dabo Charcoal Cleansing Foam (Smooth Skin) 150 ml,"korean-beauty,face-cleansers",south-korea,dabo,,SKIP,LOW,,L4:skincare-fallback
61672,Luzin Cell Velvet Mask 28 g - Toning Velvet,korean-beauty,south-korea,luzin-cell-velvet,,SKIP,LOW,,L4:skincare-fallback
61688,Phytotree Radiance Foundation 50 ml - N21- Natural Beige,"makeup-cosmetics,foundation",south-korea,phytotree-radiance,,SKIP,SKIP,makeup-only,
61690,Byphasse Deodorant 48h Fleur De Coton 50 ml,"hair-personal-care,personal-hygiene",spain,byphasse,,SKIP,SKIP,non-skin-product,
